"","date","state","cases_new"
"4795","2021-01-17","Sarawak",62
"4797","2021-01-17","Terengganu",22
"4798","2021-01-17","W.P. Kuala Lumpur",334
"4799","2021-01-17","W.P. Labuan",22
"4800","2021-01-17","W.P. Putrajaya",23
"4801","2021-01-18","Johor",329
"4802","2021-01-18","Kedah",142
"4803","2021-01-18","Kelantan",150
"4804","2021-01-18","Melaka",156
"4806","2021-01-18","Pahang",84
"4807","2021-01-18","Perak",114
"4808","2021-01-18","Perlis",16
"4809","2021-01-18","Pulau Pinang",145
"4810","2021-01-18","Sabah",432
"4811","2021-01-18","Sarawak",100
"4813","2021-01-18","Terengganu",20
"4814","2021-01-18","W.P. Kuala Lumpur",250
"4815","2021-01-18","W.P. Labuan",14
"4816","2021-01-18","W.P. Putrajaya",15
"4817","2021-01-19","Johor",368
"4818","2021-01-19","Kedah",114
"4819","2021-01-19","Kelantan",133
"4820","2021-01-19","Melaka",122
"4822","2021-01-19","Pahang",31
"4823","2021-01-19","Perak",135
"4824","2021-01-19","Perlis",3
"4825","2021-01-19","Pulau Pinang",124
"4826","2021-01-19","Sabah",526
"4827","2021-01-19","Sarawak",156
"4829","2021-01-19","Terengganu",33
"4830","2021-01-19","W.P. Kuala Lumpur",521
"4831","2021-01-19","W.P. Labuan",1
"4832","2021-01-19","W.P. Putrajaya",26
"4833","2021-01-20","Johor",470
"4834","2021-01-20","Kedah",142
"4835","2021-01-20","Kelantan",121
"4836","2021-01-20","Melaka",132
"4838","2021-01-20","Pahang",52
"4839","2021-01-20","Perak",170
"4840","2021-01-20","Perlis",3
"4841","2021-01-20","Pulau Pinang",124
"4842","2021-01-20","Sabah",406
"4843","2021-01-20","Sarawak",203
"4845","2021-01-20","Terengganu",81
"4846","2021-01-20","W.P. Kuala Lumpur",513
"4847","2021-01-20","W.P. Labuan",1
"4848","2021-01-20","W.P. Putrajaya",23
"4849","2021-01-21","Johor",423
"4850","2021-01-21","Kedah",156
"4851","2021-01-21","Kelantan",135
"4852","2021-01-21","Melaka",106
"4854","2021-01-21","Pahang",48
"4855","2021-01-21","Perak",245
"4856","2021-01-21","Perlis",8
"4857","2021-01-21","Pulau Pinang",171
"4858","2021-01-21","Sabah",401
"4859","2021-01-21","Sarawak",132
"4860","2021-01-21","Selangor",545
"4861","2021-01-21","Terengganu",57
"4862","2021-01-21","W.P. Kuala Lumpur",576
"4863","2021-01-21","W.P. Labuan",32
"4864","2021-01-21","W.P. Putrajaya",33
"4865","2021-01-22","Johor",466
"4866","2021-01-22","Kedah",166
"4867","2021-01-22","Kelantan",161
"4868","2021-01-22","Melaka",82
"4870","2021-01-22","Pahang",61
"4871","2021-01-22","Perak",138
"4872","2021-01-22","Perlis",13
"4873","2021-01-22","Pulau Pinang",202
"4874","2021-01-22","Sabah",453
"4875","2021-01-22","Sarawak",229
"4877","2021-01-22","Terengganu",178
"4878","2021-01-22","W.P. Kuala Lumpur",435
"4879","2021-01-22","W.P. Labuan",29
"4880","2021-01-22","W.P. Putrajaya",39
"4881","2021-01-23","Johor",425
"4882","2021-01-23","Kedah",105
"4883","2021-01-23","Kelantan",78
"4884","2021-01-23","Melaka",278
"4886","2021-01-23","Pahang",75
"4887","2021-01-23","Perak",208
"4888","2021-01-23","Perlis",7
"4889","2021-01-23","Pulau Pinang",162
"4890","2021-01-23","Sabah",498
"4891","2021-01-23","Sarawak",193
"4893","2021-01-23","Terengganu",131
"4894","2021-01-23","W.P. Kuala Lumpur",548
"4895","2021-01-23","W.P. Labuan",3
"4896","2021-01-23","W.P. Putrajaya",35
"4897","2021-01-24","Johor",378
"4898","2021-01-24","Kedah",85
"4899","2021-01-24","Kelantan",77
"4900","2021-01-24","Melaka",152
"4902","2021-01-24","Pahang",63
"4903","2021-01-24","Perak",46
"4904","2021-01-24","Perlis",3
"4905","2021-01-24","Pulau Pinang",90
"4906","2021-01-24","Sabah",431
"4907","2021-01-24","Sarawak",255
"4909","2021-01-24","Terengganu",179
"4910","2021-01-24","W.P. Kuala Lumpur",390
"4911","2021-01-24","W.P. Labuan",49
"4912","2021-01-24","W.P. Putrajaya",38
"4913","2021-01-25","Johor",529
"4914","2021-01-25","Kedah",74
"4915","2021-01-25","Kelantan",89
"4916","2021-01-25","Melaka",90
"4918","2021-01-25","Pahang",46
"4919","2021-01-25","Perak",103
"4920","2021-01-25","Perlis",3
"4921","2021-01-25","Pulau Pinang",110
"4922","2021-01-25","Sabah",348
"4923","2021-01-25","Sarawak",120
"4925","2021-01-25","Terengganu",79
"4926","2021-01-25","W.P. Kuala Lumpur",305
"4927","2021-01-25","W.P. Labuan",0
"4928","2021-01-25","W.P. Putrajaya",22
"4929","2021-01-26","Johor",516
"4930","2021-01-26","Kedah",88
"4931","2021-01-26","Kelantan",76
"4932","2021-01-26","Melaka",92
"4934","2021-01-26","Pahang",15
"4935","2021-01-26","Perak",58
"4936","2021-01-26","Perlis",2
"4937","2021-01-26","Pulau Pinang",104
"4938","2021-01-26","Sabah",303
"4939","2021-01-26","Sarawak",205
"4941","2021-01-26","Terengganu",76
"4943","2021-01-26","W.P. Labuan",1
"4944","2021-01-26","W.P. Putrajaya",15
"4946","2021-01-27","Kedah",76
"4947","2021-01-27","Kelantan",60
"4948","2021-01-27","Melaka",63
"4950","2021-01-27","Pahang",42
"4951","2021-01-27","Perak",181
"4952","2021-01-27","Perlis",3
"4953","2021-01-27","Pulau Pinang",101
"4954","2021-01-27","Sabah",295
"4955","2021-01-27","Sarawak",70
"4957","2021-01-27","Terengganu",68
"4959","2021-01-27","W.P. Labuan",1
"4960","2021-01-27","W.P. Putrajaya",19
"4962","2021-01-28","Kedah",92
"4963","2021-01-28","Kelantan",37
"4964","2021-01-28","Melaka",73
"4966","2021-01-28","Pahang",72
"4967","2021-01-28","Perak",94
"4968","2021-01-28","Perlis",9
"4969","2021-01-28","Pulau Pinang",99
"4970","2021-01-28","Sabah",282
"4971","2021-01-28","Sarawak",171
"4973","2021-01-28","Terengganu",80
"4975","2021-01-28","W.P. Labuan",55
"4976","2021-01-28","W.P. Putrajaya",10
"4978","2021-01-29","Kedah",125
"4979","2021-01-29","Kelantan",93
"4980","2021-01-29","Melaka",74
"4982","2021-01-29","Pahang",67
"4983","2021-01-29","Perak",73
"4984","2021-01-29","Perlis",3
"4985","2021-01-29","Pulau Pinang",99
"4986","2021-01-29","Sabah",288
"4987","2021-01-29","Sarawak",179
"4989","2021-01-29","Terengganu",137
"4991","2021-01-29","W.P. Labuan",5
"4992","2021-01-29","W.P. Putrajaya",16
"4994","2021-01-30","Kedah",99
"4995","2021-01-30","Kelantan",28
"4996","2021-01-30","Melaka",42
"4998","2021-01-30","Pahang",51
"4999","2021-01-30","Perak",112
"5000","2021-01-30","Perlis",0
"5001","2021-01-30","Pulau Pinang",101
"5002","2021-01-30","Sabah",263
"5003","2021-01-30","Sarawak",191
"5005","2021-01-30","Terengganu",85
"5006","2021-01-30","W.P. Kuala Lumpur",480
"5007","2021-01-30","W.P. Labuan",29
"5008","2021-01-30","W.P. Putrajaya",12
"5010","2021-01-31","Kedah",53
"5011","2021-01-31","Kelantan",30
"5012","2021-01-31","Melaka",153
"5014","2021-01-31","Pahang",74
"5015","2021-01-31","Perak",63
"5016","2021-01-31","Perlis",5
"5017","2021-01-31","Pulau Pinang",69
"5018","2021-01-31","Sabah",298
"5019","2021-01-31","Sarawak",135
"5021","2021-01-31","Terengganu",83
"5023","2021-01-31","W.P. Labuan",24
"5024","2021-01-31","W.P. Putrajaya",6
"5026","2021-02-01","Kedah",47
"5027","2021-02-01","Kelantan",57
"5028","2021-02-01","Melaka",85
"5030","2021-02-01","Pahang",54
"5031","2021-02-01","Perak",193
"5032","2021-02-01","Perlis",0
"5033","2021-02-01","Pulau Pinang",119
"5034","2021-02-01","Sabah",276
"5035","2021-02-01","Sarawak",105
"5037","2021-02-01","Terengganu",38
"5039","2021-02-01","W.P. Labuan",7
"5040","2021-02-01","W.P. Putrajaya",10
"5042","2021-02-02","Kedah",59
"5043","2021-02-02","Kelantan",31
"5044","2021-02-02","Melaka",62
"5046","2021-02-02","Pahang",63
"5047","2021-02-02","Perak",84
"5048","2021-02-02","Perlis",1
"5049","2021-02-02","Pulau Pinang",85
"5050","2021-02-02","Sabah",276
"5051","2021-02-02","Sarawak",121
"5053","2021-02-02","Terengganu",115
"5055","2021-02-02","W.P. Labuan",1
"5056","2021-02-02","W.P. Putrajaya",6
"5058","2021-02-03","Kedah",124
"5059","2021-02-03","Kelantan",65
"5060","2021-02-03","Melaka",53
"5062","2021-02-03","Pahang",66
"5063","2021-02-03","Perak",106
"5064","2021-02-03","Perlis",0
"5065","2021-02-03","Pulau Pinang",122
"5066","2021-02-03","Sabah",190
"5067","2021-02-03","Sarawak",148
"5069","2021-02-03","Terengganu",55
"5071","2021-02-03","W.P. Labuan",21
"5072","2021-02-03","W.P. Putrajaya",14
"5074","2021-02-04","Kedah",51
"5075","2021-02-04","Kelantan",48
"5076","2021-02-04","Melaka",238
"5078","2021-02-04","Pahang",78
"5079","2021-02-04","Perak",163
"5080","2021-02-04","Perlis",0
"5081","2021-02-04","Pulau Pinang",157
"5082","2021-02-04","Sabah",175
"5083","2021-02-04","Sarawak",270
"5085","2021-02-04","Terengganu",69
"5086","2021-02-04","W.P. Kuala Lumpur",481
"5087","2021-02-04","W.P. Labuan",1
"5088","2021-02-04","W.P. Putrajaya",20
"5090","2021-02-05","Kedah",91
"5091","2021-02-05","Kelantan",58
"5092","2021-02-05","Melaka",141
"5094","2021-02-05","Pahang",51
"5095","2021-02-05","Perak",92
"5096","2021-02-05","Perlis",1
"5097","2021-02-05","Pulau Pinang",149
"5098","2021-02-05","Sabah",196
"5099","2021-02-05","Sarawak",178
"5101","2021-02-05","Terengganu",84
"5102","2021-02-05","W.P. Kuala Lumpur",395
"5103","2021-02-05","W.P. Labuan",7
"5104","2021-02-05","W.P. Putrajaya",6
"5106","2021-02-06","Kedah",64
"5107","2021-02-06","Kelantan",62
"5108","2021-02-06","Melaka",329
"5110","2021-02-06","Pahang",48
"5111","2021-02-06","Perak",36
"5112","2021-02-06","Perlis",4
"5113","2021-02-06","Pulau Pinang",211
"5114","2021-02-06","Sabah",233
"5115","2021-02-06","Sarawak",185
"5117","2021-02-06","Terengganu",56
"5118","2021-02-06","W.P. Kuala Lumpur",402
"5119","2021-02-06","W.P. Labuan",10
"5120","2021-02-06","W.P. Putrajaya",8
"5121","2021-02-07","Johor",499
"5122","2021-02-07","Kedah",43
"5123","2021-02-07","Kelantan",32
"5124","2021-02-07","Melaka",313
"5126","2021-02-07","Pahang",34
"5127","2021-02-07","Perak",71
"5128","2021-02-07","Perlis",2
"5129","2021-02-07","Pulau Pinang",250
"5130","2021-02-07","Sabah",160
"5131","2021-02-07","Sarawak",219
"5133","2021-02-07","Terengganu",29
"5134","2021-02-07","W.P. Kuala Lumpur",372
"5135","2021-02-07","W.P. Labuan",0
"5136","2021-02-07","W.P. Putrajaya",9
"5137","2021-02-08","Johor",490
"5138","2021-02-08","Kedah",37
"5139","2021-02-08","Kelantan",30
"5140","2021-02-08","Melaka",344
"5142","2021-02-08","Pahang",28
"5143","2021-02-08","Perak",72
"5144","2021-02-08","Perlis",4
"5145","2021-02-08","Pulau Pinang",209
"5146","2021-02-08","Sabah",169
"5147","2021-02-08","Sarawak",84
"5149","2021-02-08","Terengganu",30
"5150","2021-02-08","W.P. Kuala Lumpur",295
"5151","2021-02-08","W.P. Labuan",0
"5152","2021-02-08","W.P. Putrajaya",8
"5153","2021-02-09","Johor",521
"5154","2021-02-09","Kedah",59
"5155","2021-02-09","Kelantan",62
"5156","2021-02-09","Melaka",203
"5158","2021-02-09","Pahang",32
"5159","2021-02-09","Perak",40
"5160","2021-02-09","Perlis",0
"5161","2021-02-09","Pulau Pinang",119
"5162","2021-02-09","Sabah",180
"5163","2021-02-09","Sarawak",111
"5165","2021-02-09","Terengganu",34
"5166","2021-02-09","W.P. Kuala Lumpur",422
"5167","2021-02-09","W.P. Labuan",10
"5168","2021-02-09","W.P. Putrajaya",10
"5169","2021-02-10","Johor",369
"5170","2021-02-10","Kedah",48
"5171","2021-02-10","Kelantan",44
"5172","2021-02-10","Melaka",92
"5174","2021-02-10","Pahang",14
"5175","2021-02-10","Perak",42
"5176","2021-02-10","Perlis",0
"5177","2021-02-10","Pulau Pinang",59
"5178","2021-02-10","Sabah",132
"5179","2021-02-10","Sarawak",135
"5181","2021-02-10","Terengganu",24
"5182","2021-02-10","W.P. Kuala Lumpur",408
"5183","2021-02-10","W.P. Labuan",3
"5184","2021-02-10","W.P. Putrajaya",4
"5186","2021-02-11","Kedah",228
"5187","2021-02-11","Kelantan",48
"5188","2021-02-11","Melaka",101
"5190","2021-02-11","Pahang",21
"5191","2021-02-11","Perak",82
"5192","2021-02-11","Perlis",4
"5193","2021-02-11","Pulau Pinang",144
"5194","2021-02-11","Sabah",142
"5195","2021-02-11","Sarawak",184
"5197","2021-02-11","Terengganu",26
"5198","2021-02-11","W.P. Kuala Lumpur",435
"5199","2021-02-11","W.P. Labuan",14
"5200","2021-02-11","W.P. Putrajaya",7
"5202","2021-02-12","Kedah",188
"5203","2021-02-12","Kelantan",79
"5204","2021-02-12","Melaka",45
"5206","2021-02-12","Pahang",30
"5207","2021-02-12","Perak",99
"5208","2021-02-12","Perlis",0
"5209","2021-02-12","Pulau Pinang",149
"5210","2021-02-12","Sabah",118
"5211","2021-02-12","Sarawak",83
"5213","2021-02-12","Terengganu",72
"5214","2021-02-12","W.P. Kuala Lumpur",374
"5215","2021-02-12","W.P. Labuan",1
"5216","2021-02-12","W.P. Putrajaya",6
"5218","2021-02-13","Kedah",111
"5219","2021-02-13","Kelantan",44
"5220","2021-02-13","Melaka",50
"5222","2021-02-13","Pahang",13
"5223","2021-02-13","Perak",121
"5224","2021-02-13","Perlis",2
"5225","2021-02-13","Pulau Pinang",138
"5226","2021-02-13","Sabah",101
"5227","2021-02-13","Sarawak",152
"5229","2021-02-13","Terengganu",46
"5230","2021-02-13","W.P. Kuala Lumpur",511
"5231","2021-02-13","W.P. Labuan",2
"5232","2021-02-13","W.P. Putrajaya",3
"5233","2021-02-14","Johor",492
"5234","2021-02-14","Kedah",92
"5235","2021-02-14","Kelantan",88
"5236","2021-02-14","Melaka",11
"5238","2021-02-14","Pahang",10
"5239","2021-02-14","Perak",85
"5240","2021-02-14","Perlis",0
"5241","2021-02-14","Pulau Pinang",56
"5242","2021-02-14","Sabah",116
"5243","2021-02-14","Sarawak",161
"5245","2021-02-14","Terengganu",51
"5246","2021-02-14","W.P. Kuala Lumpur",154
"5247","2021-02-14","W.P. Labuan",1
"5248","2021-02-14","W.P. Putrajaya",4
"5249","2021-02-15","Johor",269
"5250","2021-02-15","Kedah",33
"5251","2021-02-15","Kelantan",31
"5252","2021-02-15","Melaka",14
"5254","2021-02-15","Pahang",15
"5255","2021-02-15","Perak",83
"5256","2021-02-15","Perlis",0
"5257","2021-02-15","Pulau Pinang",91
"5258","2021-02-15","Sabah",97
"5259","2021-02-15","Sarawak",246
"5261","2021-02-15","Terengganu",53
"5262","2021-02-15","W.P. Kuala Lumpur",182
"5263","2021-02-15","W.P. Labuan",0
"5264","2021-02-15","W.P. Putrajaya",7
"5265","2021-02-16","Johor",451
"5266","2021-02-16","Kedah",38
"5267","2021-02-16","Kelantan",17
"5268","2021-02-16","Melaka",14
"5270","2021-02-16","Pahang",19
"5271","2021-02-16","Perak",69
"5272","2021-02-16","Perlis",0
"5273","2021-02-16","Pulau Pinang",72
"5274","2021-02-16","Sabah",132
"5275","2021-02-16","Sarawak",193
"5277","2021-02-16","Terengganu",26
"5278","2021-02-16","W.P. Kuala Lumpur",318
"5279","2021-02-16","W.P. Labuan",1
"5280","2021-02-16","W.P. Putrajaya",6
"5281","2021-02-17","Johor",436
"5282","2021-02-17","Kedah",36
"5283","2021-02-17","Kelantan",72
"5284","2021-02-17","Melaka",20
"5286","2021-02-17","Pahang",14
"5287","2021-02-17","Perak",99
"5288","2021-02-17","Perlis",0
"5289","2021-02-17","Pulau Pinang",92
"5290","2021-02-17","Sabah",94
"5291","2021-02-17","Sarawak",200
"5293","2021-02-17","Terengganu",91
"5294","2021-02-17","W.P. Kuala Lumpur",226
"5295","2021-02-17","W.P. Labuan",1
"5296","2021-02-17","W.P. Putrajaya",2
"5297","2021-02-18","Johor",426
"5298","2021-02-18","Kedah",182
"5299","2021-02-18","Kelantan",43
"5300","2021-02-18","Melaka",38
"5302","2021-02-18","Pahang",52
"5303","2021-02-18","Perak",198
"5304","2021-02-18","Perlis",6
"5305","2021-02-18","Pulau Pinang",116
"5306","2021-02-18","Sabah",114
"5307","2021-02-18","Sarawak",200
"5309","2021-02-18","Terengganu",19
"5310","2021-02-18","W.P. Kuala Lumpur",212
"5311","2021-02-18","W.P. Labuan",5
"5312","2021-02-18","W.P. Putrajaya",7
"5314","2021-02-19","Kedah",36
"5315","2021-02-19","Kelantan",38
"5316","2021-02-19","Melaka",26
"5318","2021-02-19","Pahang",26
"5319","2021-02-19","Perak",155
"5320","2021-02-19","Perlis",0
"5321","2021-02-19","Pulau Pinang",188
"5322","2021-02-19","Sabah",101
"5323","2021-02-19","Sarawak",199
"5325","2021-02-19","Terengganu",37
"5326","2021-02-19","W.P. Kuala Lumpur",227
"5327","2021-02-19","W.P. Labuan",1
"5328","2021-02-19","W.P. Putrajaya",3
"5329","2021-02-20","Johor",233
"5330","2021-02-20","Kedah",101
"5331","2021-02-20","Kelantan",257
"5332","2021-02-20","Melaka",32
"5334","2021-02-20","Pahang",42
"5335","2021-02-20","Perak",108
"5336","2021-02-20","Perlis",3
"5337","2021-02-20","Pulau Pinang",87
"5338","2021-02-20","Sabah",109
"5339","2021-02-20","Sarawak",134
"5341","2021-02-20","Terengganu",22
"5342","2021-02-20","W.P. Kuala Lumpur",230
"5343","2021-02-20","W.P. Labuan",0
"5344","2021-02-20","W.P. Putrajaya",13
"5345","2021-02-21","Johor",431
"5346","2021-02-21","Kedah",15
"5347","2021-02-21","Kelantan",30
"5348","2021-02-21","Melaka",65
"5350","2021-02-21","Pahang",9
"5352","2021-02-21","Perlis",0
"5353","2021-02-21","Pulau Pinang",127
"5354","2021-02-21","Sabah",85
"5355","2021-02-21","Sarawak",185
"5357","2021-02-21","Terengganu",12
"5358","2021-02-21","W.P. Kuala Lumpur",123
"5359","2021-02-21","W.P. Labuan",3
"5360","2021-02-21","W.P. Putrajaya",7
"5361","2021-02-22","Johor",211
"5362","2021-02-22","Kedah",26
"5363","2021-02-22","Kelantan",28
"5364","2021-02-22","Melaka",14
"5366","2021-02-22","Pahang",7
"5367","2021-02-22","Perak",148
"5368","2021-02-22","Perlis",4
"5369","2021-02-22","Pulau Pinang",135
"5370","2021-02-22","Sabah",110
"5371","2021-02-22","Sarawak",221
"5373","2021-02-22","Terengganu",4
"5374","2021-02-22","W.P. Kuala Lumpur",303
"5375","2021-02-22","W.P. Labuan",0
"5376","2021-02-22","W.P. Putrajaya",7
"5377","2021-02-23","Johor",428
"5378","2021-02-23","Kedah",15
"5379","2021-02-23","Kelantan",96
"5380","2021-02-23","Melaka",22
"5382","2021-02-23","Pahang",11
"5383","2021-02-23","Perak",308
"5384","2021-02-23","Perlis",0
"5385","2021-02-23","Pulau Pinang",155
"5386","2021-02-23","Sabah",94
"5387","2021-02-23","Sarawak",133
"5389","2021-02-23","Terengganu",9
"5390","2021-02-23","W.P. Kuala Lumpur",155
"5391","2021-02-23","W.P. Labuan",6
"5392","2021-02-23","W.P. Putrajaya",4
"5393","2021-02-24","Johor",318
"5394","2021-02-24","Kedah",17
"5395","2021-02-24","Kelantan",53
"5396","2021-02-24","Melaka",26
"5398","2021-02-24","Pahang",8
"5399","2021-02-24","Perak",188
"5400","2021-02-24","Perlis",0
"5401","2021-02-24","Pulau Pinang",95
"5402","2021-02-24","Sabah",105
"5403","2021-02-24","Sarawak",353
"5405","2021-02-24","Terengganu",22
"5406","2021-02-24","W.P. Kuala Lumpur",381
"5407","2021-02-24","W.P. Labuan",5
"5408","2021-02-24","W.P. Putrajaya",1
"5409","2021-02-25","Johor",257
"5410","2021-02-25","Kedah",29
"5411","2021-02-25","Kelantan",44
"5412","2021-02-25","Melaka",22
"5414","2021-02-25","Pahang",19
"5415","2021-02-25","Perak",120
"5416","2021-02-25","Perlis",1
"5417","2021-02-25","Pulau Pinang",162
"5418","2021-02-25","Sabah",93
"5419","2021-02-25","Sarawak",219
"5421","2021-02-25","Terengganu",6
"5422","2021-02-25","W.P. Kuala Lumpur",218
"5423","2021-02-25","W.P. Labuan",4
"5424","2021-02-25","W.P. Putrajaya",2
"5425","2021-02-26","Johor",276
"5426","2021-02-26","Kedah",25
"5427","2021-02-26","Kelantan",73
"5428","2021-02-26","Melaka",13
"5430","2021-02-26","Pahang",21
"5431","2021-02-26","Perak",545
"5432","2021-02-26","Perlis",4
"5433","2021-02-26","Pulau Pinang",93
"5434","2021-02-26","Sabah",129
"5435","2021-02-26","Sarawak",250
"5437","2021-02-26","Terengganu",1
"5438","2021-02-26","W.P. Kuala Lumpur",122
"5439","2021-02-26","W.P. Labuan",0
"5440","2021-02-26","W.P. Putrajaya",0
"5441","2021-02-27","Johor",314
"5442","2021-02-27","Kedah",17
"5443","2021-02-27","Kelantan",68
"5444","2021-02-27","Melaka",17
"5446","2021-02-27","Pahang",8
"5447","2021-02-27","Perak",305
"5448","2021-02-27","Perlis",0
"5449","2021-02-27","Pulau Pinang",155
"5450","2021-02-27","Sabah",157
"5451","2021-02-27","Sarawak",255
"5453","2021-02-27","Terengganu",11
"5454","2021-02-27","W.P. Kuala Lumpur",117
"5455","2021-02-27","W.P. Labuan",0
"5456","2021-02-27","W.P. Putrajaya",4
"5457","2021-02-28","Johor",340
"5458","2021-02-28","Kedah",13
"5459","2021-02-28","Kelantan",33
"5460","2021-02-28","Melaka",10
