"","date","state","cases_new"
"4003","2020-11-29","Kelantan",6
"4004","2020-11-29","Melaka",1
"4006","2020-11-29","Pahang",1
"4007","2020-11-29","Perak",77
"4008","2020-11-29","Perlis",0
"4009","2020-11-29","Pulau Pinang",46
"4010","2020-11-29","Sabah",290
"4011","2020-11-29","Sarawak",0
"4012","2020-11-29","Selangor",238
"4013","2020-11-29","Terengganu",1
"4014","2020-11-29","W.P. Kuala Lumpur",493
"4015","2020-11-29","W.P. Labuan",35
"4016","2020-11-29","W.P. Putrajaya",0
"4017","2020-11-30","Johor",54
"4018","2020-11-30","Kedah",31
"4019","2020-11-30","Kelantan",1
"4020","2020-11-30","Melaka",0
"4022","2020-11-30","Pahang",2
"4023","2020-11-30","Perak",43
"4024","2020-11-30","Perlis",0
"4025","2020-11-30","Pulau Pinang",60
"4026","2020-11-30","Sabah",326
"4027","2020-11-30","Sarawak",2
"4028","2020-11-30","Selangor",402
"4029","2020-11-30","Terengganu",0
"4030","2020-11-30","W.P. Kuala Lumpur",119
"4031","2020-11-30","W.P. Labuan",30
"4032","2020-11-30","W.P. Putrajaya",1
"4033","2020-12-01","Johor",68
"4034","2020-12-01","Kedah",21
"4035","2020-12-01","Kelantan",10
"4036","2020-12-01","Melaka",0
"4038","2020-12-01","Pahang",0
"4039","2020-12-01","Perak",13
"4040","2020-12-01","Perlis",0
"4041","2020-12-01","Pulau Pinang",29
"4042","2020-12-01","Sabah",267
"4043","2020-12-01","Sarawak",1
"4045","2020-12-01","Terengganu",0
"4046","2020-12-01","W.P. Kuala Lumpur",26
"4047","2020-12-01","W.P. Labuan",0
"4048","2020-12-01","W.P. Putrajaya",0
"4049","2020-12-02","Johor",102
"4050","2020-12-02","Kedah",26
"4051","2020-12-02","Kelantan",2
"4052","2020-12-02","Melaka",1
"4054","2020-12-02","Pahang",1
"4055","2020-12-02","Perak",34
"4056","2020-12-02","Perlis",0
"4057","2020-12-02","Pulau Pinang",60
"4058","2020-12-02","Sabah",229
"4059","2020-12-02","Sarawak",0
"4060","2020-12-02","Selangor",249
"4061","2020-12-02","Terengganu",0
"4062","2020-12-02","W.P. Kuala Lumpur",85
"4063","2020-12-02","W.P. Labuan",0
"4064","2020-12-02","W.P. Putrajaya",0
"4065","2020-12-03","Johor",78
"4066","2020-12-03","Kedah",32
"4067","2020-12-03","Kelantan",9
"4068","2020-12-03","Melaka",2
"4070","2020-12-03","Pahang",4
"4071","2020-12-03","Perak",26
"4072","2020-12-03","Perlis",0
"4073","2020-12-03","Pulau Pinang",43
"4074","2020-12-03","Sabah",310
"4075","2020-12-03","Sarawak",1
"4076","2020-12-03","Selangor",459
"4077","2020-12-03","Terengganu",1
"4078","2020-12-03","W.P. Kuala Lumpur",49
"4079","2020-12-03","W.P. Labuan",9
"4080","2020-12-03","W.P. Putrajaya",0
"4081","2020-12-04","Johor",69
"4082","2020-12-04","Kedah",24
"4083","2020-12-04","Kelantan",20
"4084","2020-12-04","Melaka",0
"4086","2020-12-04","Pahang",15
"4087","2020-12-04","Perak",47
"4088","2020-12-04","Perlis",1
"4089","2020-12-04","Pulau Pinang",48
"4090","2020-12-04","Sabah",320
"4091","2020-12-04","Sarawak",1
"4092","2020-12-04","Selangor",320
"4093","2020-12-04","Terengganu",0
"4094","2020-12-04","W.P. Kuala Lumpur",256
"4095","2020-12-04","W.P. Labuan",3
"4096","2020-12-04","W.P. Putrajaya",2
"4097","2020-12-05","Johor",66
"4098","2020-12-05","Kedah",30
"4099","2020-12-05","Kelantan",35
"4100","2020-12-05","Melaka",5
"4102","2020-12-05","Pahang",2
"4103","2020-12-05","Perak",39
"4104","2020-12-05","Perlis",0
"4105","2020-12-05","Pulau Pinang",44
"4106","2020-12-05","Sabah",391
"4107","2020-12-05","Sarawak",1
"4108","2020-12-05","Selangor",222
"4109","2020-12-05","Terengganu",0
"4110","2020-12-05","W.P. Kuala Lumpur",264
"4111","2020-12-05","W.P. Labuan",10
"4112","2020-12-05","W.P. Putrajaya",4
"4113","2020-12-06","Johor",125
"4114","2020-12-06","Kedah",17
"4115","2020-12-06","Kelantan",2
"4116","2020-12-06","Melaka",3
"4118","2020-12-06","Pahang",4
"4119","2020-12-06","Perak",108
"4120","2020-12-06","Perlis",0
"4121","2020-12-06","Pulau Pinang",31
"4122","2020-12-06","Sabah",250
"4123","2020-12-06","Sarawak",0
"4124","2020-12-06","Selangor",337
"4125","2020-12-06","Terengganu",1
"4126","2020-12-06","W.P. Kuala Lumpur",178
"4127","2020-12-06","W.P. Labuan",21
"4128","2020-12-06","W.P. Putrajaya",0
"4129","2020-12-07","Johor",98
"4130","2020-12-07","Kedah",18
"4131","2020-12-07","Kelantan",3
"4132","2020-12-07","Melaka",1
"4134","2020-12-07","Pahang",1
"4135","2020-12-07","Perak",54
"4136","2020-12-07","Perlis",0
"4137","2020-12-07","Pulau Pinang",55
"4138","2020-12-07","Sabah",248
"4139","2020-12-07","Sarawak",2
"4140","2020-12-07","Selangor",426
"4141","2020-12-07","Terengganu",0
"4142","2020-12-07","W.P. Kuala Lumpur",148
"4143","2020-12-07","W.P. Labuan",5
"4144","2020-12-07","W.P. Putrajaya",0
"4145","2020-12-08","Johor",108
"4146","2020-12-08","Kedah",10
"4147","2020-12-08","Kelantan",2
"4148","2020-12-08","Melaka",0
"4150","2020-12-08","Pahang",33
"4151","2020-12-08","Perak",29
"4152","2020-12-08","Perlis",0
"4153","2020-12-08","Pulau Pinang",18
"4154","2020-12-08","Sabah",271
"4155","2020-12-08","Sarawak",2
"4156","2020-12-08","Selangor",417
"4157","2020-12-08","Terengganu",0
"4158","2020-12-08","W.P. Kuala Lumpur",98
"4159","2020-12-08","W.P. Labuan",0
"4160","2020-12-08","W.P. Putrajaya",1
"4161","2020-12-09","Johor",100
"4162","2020-12-09","Kedah",16
"4163","2020-12-09","Kelantan",17
"4164","2020-12-09","Melaka",2
"4166","2020-12-09","Pahang",119
"4167","2020-12-09","Perak",33
"4168","2020-12-09","Perlis",0
"4169","2020-12-09","Pulau Pinang",29
"4170","2020-12-09","Sabah",203
"4171","2020-12-09","Sarawak",0
"4172","2020-12-09","Selangor",277
"4173","2020-12-09","Terengganu",0
"4174","2020-12-09","W.P. Kuala Lumpur",129
"4175","2020-12-09","W.P. Labuan",1
"4176","2020-12-09","W.P. Putrajaya",0
"4177","2020-12-10","Johor",100
"4178","2020-12-10","Kedah",14
"4179","2020-12-10","Kelantan",3
"4180","2020-12-10","Melaka",5
"4182","2020-12-10","Pahang",45
"4183","2020-12-10","Perak",115
"4184","2020-12-10","Perlis",0
"4185","2020-12-10","Pulau Pinang",42
"4186","2020-12-10","Sabah",274
"4187","2020-12-10","Sarawak",1
"4189","2020-12-10","Terengganu",3
"4190","2020-12-10","W.P. Kuala Lumpur",136
"4191","2020-12-10","W.P. Labuan",0
"4192","2020-12-10","W.P. Putrajaya",1
"4193","2020-12-11","Johor",69
"4194","2020-12-11","Kedah",22
"4195","2020-12-11","Kelantan",2
"4196","2020-12-11","Melaka",5
"4198","2020-12-11","Pahang",96
"4199","2020-12-11","Perak",12
"4200","2020-12-11","Perlis",0
"4201","2020-12-11","Pulau Pinang",34
"4202","2020-12-11","Sabah",532
"4203","2020-12-11","Sarawak",1
"4205","2020-12-11","Terengganu",2
"4206","2020-12-11","W.P. Kuala Lumpur",132
"4207","2020-12-11","W.P. Labuan",8
"4208","2020-12-11","W.P. Putrajaya",2
"4209","2020-12-12","Johor",105
"4210","2020-12-12","Kedah",16
"4211","2020-12-12","Kelantan",1
"4212","2020-12-12","Melaka",15
"4214","2020-12-12","Pahang",79
"4215","2020-12-12","Perak",62
"4216","2020-12-12","Perlis",0
"4217","2020-12-12","Pulau Pinang",102
"4218","2020-12-12","Sabah",429
"4219","2020-12-12","Sarawak",1
"4221","2020-12-12","Terengganu",6
"4222","2020-12-12","W.P. Kuala Lumpur",238
"4223","2020-12-12","W.P. Labuan",11
"4224","2020-12-12","W.P. Putrajaya",0
"4225","2020-12-13","Johor",103
"4226","2020-12-13","Kedah",13
"4227","2020-12-13","Kelantan",0
"4228","2020-12-13","Melaka",7
"4230","2020-12-13","Pahang",28
"4231","2020-12-13","Perak",105
"4232","2020-12-13","Perlis",1
"4233","2020-12-13","Pulau Pinang",26
"4234","2020-12-13","Sabah",333
"4235","2020-12-13","Sarawak",0
"4236","2020-12-13","Selangor",435
"4237","2020-12-13","Terengganu",12
"4238","2020-12-13","W.P. Kuala Lumpur",131
"4239","2020-12-13","W.P. Labuan",6
"4240","2020-12-13","W.P. Putrajaya",0
"4241","2020-12-14","Johor",45
"4242","2020-12-14","Kedah",5
"4243","2020-12-14","Kelantan",2
"4244","2020-12-14","Melaka",1
"4246","2020-12-14","Pahang",0
"4247","2020-12-14","Perak",62
"4248","2020-12-14","Perlis",0
"4249","2020-12-14","Pulau Pinang",31
"4250","2020-12-14","Sabah",283
"4251","2020-12-14","Sarawak",0
"4252","2020-12-14","Selangor",532
"4253","2020-12-14","Terengganu",9
"4254","2020-12-14","W.P. Kuala Lumpur",124
"4255","2020-12-14","W.P. Labuan",16
"4256","2020-12-14","W.P. Putrajaya",1
"4257","2020-12-15","Johor",48
"4258","2020-12-15","Kedah",20
"4259","2020-12-15","Kelantan",3
"4260","2020-12-15","Melaka",5
"4262","2020-12-15","Pahang",8
"4263","2020-12-15","Perak",110
"4264","2020-12-15","Perlis",0
"4265","2020-12-15","Pulau Pinang",34
"4266","2020-12-15","Sabah",260
"4267","2020-12-15","Sarawak",0
"4268","2020-12-15","Selangor",503
"4269","2020-12-15","Terengganu",7
"4271","2020-12-15","W.P. Labuan",11
"4272","2020-12-15","W.P. Putrajaya",0
"4273","2020-12-16","Johor",105
"4274","2020-12-16","Kedah",9
"4275","2020-12-16","Kelantan",1
"4276","2020-12-16","Melaka",14
"4278","2020-12-16","Pahang",13
"4279","2020-12-16","Perak",35
"4280","2020-12-16","Perlis",0
"4281","2020-12-16","Pulau Pinang",69
"4282","2020-12-16","Sabah",268
"4283","2020-12-16","Sarawak",0
"4284","2020-12-16","Selangor",481
"4285","2020-12-16","Terengganu",1
"4286","2020-12-16","W.P. Kuala Lumpur",232
"4287","2020-12-16","W.P. Labuan",3
"4288","2020-12-16","W.P. Putrajaya",4
"4289","2020-12-17","Johor",67
"4290","2020-12-17","Kedah",9
"4291","2020-12-17","Kelantan",10
"4292","2020-12-17","Melaka",98
"4294","2020-12-17","Pahang",4
"4295","2020-12-17","Perak",41
"4296","2020-12-17","Perlis",0
"4297","2020-12-17","Pulau Pinang",80
"4298","2020-12-17","Sabah",184
"4299","2020-12-17","Sarawak",9
"4300","2020-12-17","Selangor",368
"4301","2020-12-17","Terengganu",2
"4302","2020-12-17","W.P. Kuala Lumpur",297
"4303","2020-12-17","W.P. Labuan",16
"4304","2020-12-17","W.P. Putrajaya",2
"4305","2020-12-18","Johor",77
"4306","2020-12-18","Kedah",4
"4307","2020-12-18","Kelantan",1
"4308","2020-12-18","Melaka",140
"4310","2020-12-18","Pahang",6
"4311","2020-12-18","Perak",65
"4312","2020-12-18","Perlis",0
"4313","2020-12-18","Pulau Pinang",37
"4314","2020-12-18","Sabah",260
"4315","2020-12-18","Sarawak",1
"4317","2020-12-18","Terengganu",4
"4318","2020-12-18","W.P. Kuala Lumpur",197
"4319","2020-12-18","W.P. Labuan",19
"4320","2020-12-18","W.P. Putrajaya",6
"4321","2020-12-19","Johor",75
"4322","2020-12-19","Kedah",13
"4323","2020-12-19","Kelantan",10
"4324","2020-12-19","Melaka",3
"4326","2020-12-19","Pahang",16
"4327","2020-12-19","Perak",82
"4328","2020-12-19","Perlis",0
"4329","2020-12-19","Pulau Pinang",30
"4330","2020-12-19","Sabah",199
"4331","2020-12-19","Sarawak",2
"4332","2020-12-19","Selangor",401
"4333","2020-12-19","Terengganu",0
"4334","2020-12-19","W.P. Kuala Lumpur",281
"4335","2020-12-19","W.P. Labuan",19
"4336","2020-12-19","W.P. Putrajaya",4
"4337","2020-12-20","Johor",156
"4338","2020-12-20","Kedah",6
"4339","2020-12-20","Kelantan",1
"4340","2020-12-20","Melaka",1
"4342","2020-12-20","Pahang",12
"4343","2020-12-20","Perak",10
"4344","2020-12-20","Perlis",0
"4345","2020-12-20","Pulau Pinang",30
"4346","2020-12-20","Sabah",196
"4347","2020-12-20","Sarawak",3
"4348","2020-12-20","Selangor",441
"4349","2020-12-20","Terengganu",2
"4350","2020-12-20","W.P. Kuala Lumpur",284
"4351","2020-12-20","W.P. Labuan",27
"4352","2020-12-20","W.P. Putrajaya",2
"4353","2020-12-21","Johor",278
"4354","2020-12-21","Kedah",3
"4355","2020-12-21","Kelantan",6
"4356","2020-12-21","Melaka",9
"4358","2020-12-21","Pahang",12
"4359","2020-12-21","Perak",21
"4360","2020-12-21","Perlis",0
"4361","2020-12-21","Pulau Pinang",18
"4362","2020-12-21","Sabah",247
"4363","2020-12-21","Sarawak",0
"4365","2020-12-21","Terengganu",1
"4366","2020-12-21","W.P. Kuala Lumpur",127
"4367","2020-12-21","W.P. Labuan",29
"4368","2020-12-21","W.P. Putrajaya",5
"4369","2020-12-22","Johor",167
"4370","2020-12-22","Kedah",5
"4371","2020-12-22","Kelantan",4
"4372","2020-12-22","Melaka",9
"4374","2020-12-22","Pahang",6
"4375","2020-12-22","Perak",17
"4376","2020-12-22","Perlis",0
"4377","2020-12-22","Pulau Pinang",23
"4378","2020-12-22","Sabah",252
"4379","2020-12-22","Sarawak",0
"4381","2020-12-22","Terengganu",0
"4382","2020-12-22","W.P. Kuala Lumpur",503
"4383","2020-12-22","W.P. Labuan",2
"4384","2020-12-22","W.P. Putrajaya",2
"4385","2020-12-23","Johor",118
"4386","2020-12-23","Kedah",14
"4387","2020-12-23","Kelantan",4
"4388","2020-12-23","Melaka",124
"4390","2020-12-23","Pahang",45
"4391","2020-12-23","Perak",8
"4392","2020-12-23","Perlis",0
"4393","2020-12-23","Pulau Pinang",43
"4394","2020-12-23","Sabah",189
"4395","2020-12-23","Sarawak",4
"4396","2020-12-23","Selangor",535
"4397","2020-12-23","Terengganu",1
"4398","2020-12-23","W.P. Kuala Lumpur",226
"4399","2020-12-23","W.P. Labuan",2
"4400","2020-12-23","W.P. Putrajaya",4
"4401","2020-12-24","Johor",115
"4402","2020-12-24","Kedah",4
"4403","2020-12-24","Kelantan",9
"4404","2020-12-24","Melaka",76
"4406","2020-12-24","Pahang",12
"4407","2020-12-24","Perak",26
"4408","2020-12-24","Perlis",0
"4409","2020-12-24","Pulau Pinang",37
"4410","2020-12-24","Sabah",249
"4411","2020-12-24","Sarawak",2
"4412","2020-12-24","Selangor",492
"4413","2020-12-24","Terengganu",7
"4414","2020-12-24","W.P. Kuala Lumpur",378
"4415","2020-12-24","W.P. Labuan",26
"4416","2020-12-24","W.P. Putrajaya",4
"4417","2020-12-25","Johor",205
"4418","2020-12-25","Kedah",0
"4419","2020-12-25","Kelantan",4
"4420","2020-12-25","Melaka",14
"4422","2020-12-25","Pahang",11
"4423","2020-12-25","Perak",55
"4424","2020-12-25","Perlis",0
"4425","2020-12-25","Pulau Pinang",25
"4426","2020-12-25","Sabah",225
"4427","2020-12-25","Sarawak",3
"4428","2020-12-25","Selangor",461
"4429","2020-12-25","Terengganu",0
"4430","2020-12-25","W.P. Kuala Lumpur",140
"4431","2020-12-25","W.P. Labuan",8
"4432","2020-12-25","W.P. Putrajaya",7
"4433","2020-12-26","Johor",412
"4434","2020-12-26","Kedah",16
"4435","2020-12-26","Kelantan",54
"4436","2020-12-26","Melaka",5
"4438","2020-12-26","Pahang",19
"4439","2020-12-26","Perak",26
"4440","2020-12-26","Perlis",1
"4441","2020-12-26","Pulau Pinang",58
"4442","2020-12-26","Sabah",248
"4443","2020-12-26","Sarawak",6
"4445","2020-12-26","Terengganu",0
"4447","2020-12-26","W.P. Labuan",16
"4448","2020-12-26","W.P. Putrajaya",3
"4449","2020-12-27","Johor",194
"4450","2020-12-27","Kedah",27
"4451","2020-12-27","Kelantan",31
"4452","2020-12-27","Melaka",23
"4454","2020-12-27","Pahang",9
"4455","2020-12-27","Perak",30
"4456","2020-12-27","Perlis",0
"4457","2020-12-27","Pulau Pinang",37
"4458","2020-12-27","Sabah",186
"4459","2020-12-27","Sarawak",3
"4460","2020-12-27","Selangor",392
"4461","2020-12-27","Terengganu",5
"4462","2020-12-27","W.P. Kuala Lumpur",202
"4463","2020-12-27","W.P. Labuan",12
"4464","2020-12-27","W.P. Putrajaya",6
"4465","2020-12-28","Johor",191
"4466","2020-12-28","Kedah",12
"4467","2020-12-28","Kelantan",28
"4468","2020-12-28","Melaka",14
"4470","2020-12-28","Pahang",11
"4471","2020-12-28","Perak",47
"4472","2020-12-28","Perlis",0
"4473","2020-12-28","Pulau Pinang",69
"4474","2020-12-28","Sabah",157
"4475","2020-12-28","Sarawak",2
"4477","2020-12-28","Terengganu",3
"4478","2020-12-28","W.P. Kuala Lumpur",194
"4479","2020-12-28","W.P. Labuan",0
"4480","2020-12-28","W.P. Putrajaya",9
"4481","2020-12-29","Johor",110
"4482","2020-12-29","Kedah",8
"4483","2020-12-29","Kelantan",31
"4484","2020-12-29","Melaka",9
"4486","2020-12-29","Pahang",288
"4487","2020-12-29","Perak",17
"4488","2020-12-29","Perlis",0
"4489","2020-12-29","Pulau Pinang",57
"4490","2020-12-29","Sabah",230
"4491","2020-12-29","Sarawak",4
"4493","2020-12-29","Terengganu",2
"4494","2020-12-29","W.P. Kuala Lumpur",360
"4495","2020-12-29","W.P. Labuan",0
"4496","2020-12-29","W.P. Putrajaya",2
"4498","2020-12-30","Kedah",23
"4499","2020-12-30","Kelantan",56
"4500","2020-12-30","Melaka",8
"4502","2020-12-30","Pahang",48
"4503","2020-12-30","Perak",48
"4504","2020-12-30","Perlis",0
"4505","2020-12-30","Pulau Pinang",69
"4506","2020-12-30","Sabah",280
"4507","2020-12-30","Sarawak",1
"4508","2020-12-30","Selangor",472
"4509","2020-12-30","Terengganu",2
"4510","2020-12-30","W.P. Kuala Lumpur",219
"4511","2020-12-30","W.P. Labuan",2
"4512","2020-12-30","W.P. Putrajaya",1
"4513","2020-12-31","Johor",194
"4514","2020-12-31","Kedah",24
"4515","2020-12-31","Kelantan",37
"4516","2020-12-31","Melaka",239
"4518","2020-12-31","Pahang",15
"4519","2020-12-31","Perak",33
"4520","2020-12-31","Perlis",0
"4521","2020-12-31","Pulau Pinang",92
"4522","2020-12-31","Sabah",299
"4523","2020-12-31","Sarawak",2
"4525","2020-12-31","Terengganu",17
"4526","2020-12-31","W.P. Kuala Lumpur",222
"4527","2020-12-31","W.P. Labuan",63
"4528","2020-12-31","W.P. Putrajaya",5
"4529","2021-01-01","Johor",112
"4530","2021-01-01","Kedah",20
"4531","2021-01-01","Kelantan",53
"4532","2021-01-01","Melaka",23
"4534","2021-01-01","Pahang",16
"4535","2021-01-01","Perak",51
"4536","2021-01-01","Perlis",0
"4537","2021-01-01","Pulau Pinang",226
"4538","2021-01-01","Sabah",254
"4539","2021-01-01","Sarawak",8
"4541","2021-01-01","Terengganu",14
"4542","2021-01-01","W.P. Kuala Lumpur",457
"4543","2021-01-01","W.P. Labuan",3
"4544","2021-01-01","W.P. Putrajaya",4
"4546","2021-01-02","Kedah",47
"4547","2021-01-02","Kelantan",26
"4548","2021-01-02","Melaka",95
"4550","2021-01-02","Pahang",29
"4551","2021-01-02","Perak",12
"4552","2021-01-02","Perlis",0
"4553","2021-01-02","Pulau Pinang",288
"4554","2021-01-02","Sabah",259
"4555","2021-01-02","Sarawak",5
"4557","2021-01-02","Terengganu",16
"4558","2021-01-02","W.P. Kuala Lumpur",156
"4559","2021-01-02","W.P. Labuan",1
"4560","2021-01-02","W.P. Putrajaya",12
"4561","2021-01-03","Johor",179
"4562","2021-01-03","Kedah",53
"4563","2021-01-03","Kelantan",47
"4564","2021-01-03","Melaka",6
"4566","2021-01-03","Pahang",21
"4567","2021-01-03","Perak",75
"4568","2021-01-03","Perlis",0
"4569","2021-01-03","Pulau Pinang",103
"4570","2021-01-03","Sabah",316
"4571","2021-01-03","Sarawak",10
"4573","2021-01-03","Terengganu",4
"4574","2021-01-03","W.P. Kuala Lumpur",112
"4575","2021-01-03","W.P. Labuan",16
"4576","2021-01-03","W.P. Putrajaya",17
"4577","2021-01-04","Johor",295
"4578","2021-01-04","Kedah",45
"4579","2021-01-04","Kelantan",50
"4580","2021-01-04","Melaka",34
"4582","2021-01-04","Pahang",12
"4583","2021-01-04","Perak",34
"4584","2021-01-04","Perlis",1
"4585","2021-01-04","Pulau Pinang",55
"4586","2021-01-04","Sabah",303
"4587","2021-01-04","Sarawak",8
"4589","2021-01-04","Terengganu",4
"4590","2021-01-04","W.P. Kuala Lumpur",150
"4591","2021-01-04","W.P. Labuan",1
"4592","2021-01-04","W.P. Putrajaya",6
"4593","2021-01-05","Johor",428
"4594","2021-01-05","Kedah",47
"4595","2021-01-05","Kelantan",42
"4596","2021-01-05","Melaka",21
"4598","2021-01-05","Pahang",25
"4599","2021-01-05","Perak",25
"4600","2021-01-05","Perlis",0
"4601","2021-01-05","Pulau Pinang",60
"4602","2021-01-05","Sabah",383
"4603","2021-01-05","Sarawak",13
"4604","2021-01-05","Selangor",509
"4605","2021-01-05","Terengganu",13
"4606","2021-01-05","W.P. Kuala Lumpur",313
"4607","2021-01-05","W.P. Labuan",37
"4608","2021-01-05","W.P. Putrajaya",13
"4609","2021-01-06","Johor",571
"4610","2021-01-06","Kedah",42
"4611","2021-01-06","Kelantan",43
"4612","2021-01-06","Melaka",13
"4614","2021-01-06","Pahang",11
"4615","2021-01-06","Perak",34
"4616","2021-01-06","Perlis",0
"4617","2021-01-06","Pulau Pinang",77
"4618","2021-01-06","Sabah",405
"4619","2021-01-06","Sarawak",5
"4621","2021-01-06","Terengganu",19
"4622","2021-01-06","W.P. Kuala Lumpur",265
"4623","2021-01-06","W.P. Labuan",9
"4624","2021-01-06","W.P. Putrajaya",9
"4626","2021-01-07","Kedah",30
"4627","2021-01-07","Kelantan",66
"4628","2021-01-07","Melaka",11
"4630","2021-01-07","Pahang",25
"4631","2021-01-07","Perak",59
"4632","2021-01-07","Perlis",0
"4633","2021-01-07","Pulau Pinang",111
"4634","2021-01-07","Sabah",493
"4635","2021-01-07","Sarawak",14
"4637","2021-01-07","Terengganu",10
"4638","2021-01-07","W.P. Kuala Lumpur",316
"4639","2021-01-07","W.P. Labuan",3
"4640","2021-01-07","W.P. Putrajaya",17
"4641","2021-01-08","Johor",298
"4642","2021-01-08","Kedah",107
"4643","2021-01-08","Kelantan",49
"4644","2021-01-08","Melaka",70
"4646","2021-01-08","Pahang",28
"4647","2021-01-08","Perak",80
"4648","2021-01-08","Perlis",3
"4649","2021-01-08","Pulau Pinang",75
"4650","2021-01-08","Sabah",401
"4651","2021-01-08","Sarawak",16
"4653","2021-01-08","Terengganu",34
"4654","2021-01-08","W.P. Kuala Lumpur",282
"4655","2021-01-08","W.P. Labuan",6
"4656","2021-01-08","W.P. Putrajaya",20
"4657","2021-01-09","Johor",302
"4658","2021-01-09","Kedah",65
"4659","2021-01-09","Kelantan",61
"4660","2021-01-09","Melaka",50
"4662","2021-01-09","Pahang",36
"4663","2021-01-09","Perak",42
"4664","2021-01-09","Perlis",8
"4665","2021-01-09","Pulau Pinang",273
"4666","2021-01-09","Sabah",409
"4667","2021-01-09","Sarawak",55
"4668","2021-01-09","Selangor",564
"4669","2021-01-09","Terengganu",16
"4670","2021-01-09","W.P. Kuala Lumpur",198
"4671","2021-01-09","W.P. Labuan",4
"4672","2021-01-09","W.P. Putrajaya",17
"4673","2021-01-10","Johor",321
"4674","2021-01-10","Kedah",71
"4675","2021-01-10","Kelantan",103
"4676","2021-01-10","Melaka",35
"4678","2021-01-10","Pahang",41
"4679","2021-01-10","Perak",80
"4680","2021-01-10","Perlis",5
"4681","2021-01-10","Pulau Pinang",189
"4682","2021-01-10","Sabah",403
"4683","2021-01-10","Sarawak",24
"4685","2021-01-10","Terengganu",29
"4686","2021-01-10","W.P. Kuala Lumpur",231
"4687","2021-01-10","W.P. Labuan",17
"4688","2021-01-10","W.P. Putrajaya",10
"4689","2021-01-11","Johor",396
"4690","2021-01-11","Kedah",40
"4691","2021-01-11","Kelantan",95
"4692","2021-01-11","Melaka",37
"4694","2021-01-11","Pahang",46
"4695","2021-01-11","Perak",51
"4696","2021-01-11","Perlis",3
"4697","2021-01-11","Pulau Pinang",112
"4698","2021-01-11","Sabah",374
"4699","2021-01-11","Sarawak",153
"4700","2021-01-11","Selangor",557
"4701","2021-01-11","Terengganu",41
"4702","2021-01-11","W.P. Kuala Lumpur",204
"4703","2021-01-11","W.P. Labuan",8
"4704","2021-01-11","W.P. Putrajaya",13
"4705","2021-01-12","Johor",442
"4706","2021-01-12","Kedah",62
"4707","2021-01-12","Kelantan",86
"4708","2021-01-12","Melaka",21
"4710","2021-01-12","Pahang",96
"4711","2021-01-12","Perak",241
"4712","2021-01-12","Perlis",0
"4713","2021-01-12","Pulau Pinang",317
"4714","2021-01-12","Sabah",409
"4715","2021-01-12","Sarawak",146
"4717","2021-01-12","Terengganu",20
"4718","2021-01-12","W.P. Kuala Lumpur",326
"4719","2021-01-12","W.P. Labuan",15
"4720","2021-01-12","W.P. Putrajaya",36
"4721","2021-01-13","Johor",535
"4722","2021-01-13","Kedah",97
"4723","2021-01-13","Kelantan",85
"4724","2021-01-13","Melaka",72
"4726","2021-01-13","Pahang",143
"4727","2021-01-13","Perak",61
"4728","2021-01-13","Perlis",1
"4729","2021-01-13","Pulau Pinang",105
"4730","2021-01-13","Sabah",450
"4731","2021-01-13","Sarawak",166
"4733","2021-01-13","Terengganu",27
"4734","2021-01-13","W.P. Kuala Lumpur",289
"4735","2021-01-13","W.P. Labuan",0
"4736","2021-01-13","W.P. Putrajaya",11
"4737","2021-01-14","Johor",460
"4738","2021-01-14","Kedah",86
"4739","2021-01-14","Kelantan",85
"4740","2021-01-14","Melaka",85
"4742","2021-01-14","Pahang",113
"4743","2021-01-14","Perak",92
"4744","2021-01-14","Perlis",4
"4745","2021-01-14","Pulau Pinang",234
"4746","2021-01-14","Sabah",389
"4747","2021-01-14","Sarawak",180
"4749","2021-01-14","Terengganu",89
"4750","2021-01-14","W.P. Kuala Lumpur",257
"4751","2021-01-14","W.P. Labuan",34
"4752","2021-01-14","W.P. Putrajaya",24
"4753","2021-01-15","Johor",535
"4754","2021-01-15","Kedah",142
"4755","2021-01-15","Kelantan",79
"4756","2021-01-15","Melaka",58
"4758","2021-01-15","Pahang",70
"4759","2021-01-15","Perak",74
"4760","2021-01-15","Perlis",0
"4761","2021-01-15","Pulau Pinang",194
"4762","2021-01-15","Sabah",514
"4763","2021-01-15","Sarawak",60
"4765","2021-01-15","Terengganu",92
"4766","2021-01-15","W.P. Kuala Lumpur",401
"4767","2021-01-15","W.P. Labuan",9
"4768","2021-01-15","W.P. Putrajaya",24
"4770","2021-01-16","Kedah",195
"4771","2021-01-16","Kelantan",141
"4772","2021-01-16","Melaka",44
"4774","2021-01-16","Pahang",65
"4775","2021-01-16","Perak",54
"4776","2021-01-16","Perlis",14
"4777","2021-01-16","Pulau Pinang",120
"4778","2021-01-16","Sabah",449
"4779","2021-01-16","Sarawak",69
"4781","2021-01-16","Terengganu",80
"4782","2021-01-16","W.P. Kuala Lumpur",347
"4783","2021-01-16","W.P. Labuan",17
"4784","2021-01-16","W.P. Putrajaya",35
"4785","2021-01-17","Johor",362
"4786","2021-01-17","Kedah",96
"4787","2021-01-17","Kelantan",114
"4788","2021-01-17","Melaka",60
"4790","2021-01-17","Pahang",61
"4791","2021-01-17","Perak",107
"4792","2021-01-17","Perlis",13
"4793","2021-01-17","Pulau Pinang",120
"4794","2021-01-17","Sabah",393
