"","date","state","beds_icu","beds_icu_rep","beds_icu_total","beds_icu_covid","vent","icu_covid","icu_pui","icu_noncovid","vent_covid","vent_noncovid","vent_used"
"5","2020-03-24","Negeri Sembilan",18,0,18,10,14,0,0,8,0,0,1
"8","2020-03-24","Perlis",13,0,13,4,17,0,0,8,0,0,16
"9","2020-03-24","Pulau Pinang",26,0,26,6,28,0,0,8,0,0,20
"13","2020-03-24","Terengganu",23,0,23,12,33,0,0,14,0,0,23
"15","2020-03-24","W.P. Labuan",5,2,7,0,5,0,0,2,0,0,0
"23","2020-03-25","Perlis",13,0,13,4,17,0,0,9,0,0,16
"28","2020-03-25","Terengganu",23,0,23,12,33,0,0,13,0,0,21
"30","2020-03-25","W.P. Labuan",5,2,7,0,5,0,0,2,0,0,0
"43","2020-03-26","Terengganu",23,0,23,12,33,0,0,16,0,0,21
"45","2020-03-26","W.P. Labuan",5,2,7,0,5,0,0,4,0,0,3
"58","2020-03-27","Terengganu",23,0,23,12,33,0,0,13,0,0,23
"60","2020-03-27","W.P. Labuan",5,2,7,0,5,0,0,0,0,0,0
"73","2020-03-28","Terengganu",23,0,23,12,33,0,0,14,0,0,21
"75","2020-03-28","W.P. Labuan",5,2,7,0,5,0,0,0,0,0,0
"79","2020-03-29","Melaka",26,0,26,12,23,0,0,14,0,0,3
"88","2020-03-29","Terengganu",23,0,23,12,33,0,0,12,0,0,21
"90","2020-03-29","W.P. Labuan",5,2,7,0,5,0,0,4,0,0,2
"105","2020-03-30","W.P. Labuan",5,2,7,0,5,0,0,5,0,0,2
"120","2020-03-31","W.P. Labuan",5,2,7,0,5,0,0,3,0,0,2
"135","2020-04-01","W.P. Labuan",5,2,7,0,5,0,0,4,0,0,3
"144","2020-04-02","Pulau Pinang",26,0,26,6,28,0,0,9,0,0,21
"148","2020-04-02","Terengganu",23,0,23,12,33,0,0,12,0,0,23
"150","2020-04-02","W.P. Labuan",5,2,7,0,5,0,0,3,0,0,1
"159","2020-04-03","Pulau Pinang",26,0,26,6,28,0,0,8,0,0,24
"163","2020-04-03","Terengganu",23,0,23,12,33,0,0,14,0,0,23
"165","2020-04-03","W.P. Labuan",5,2,7,0,5,0,0,5,0,0,2
"174","2020-04-04","Pulau Pinang",26,0,26,6,28,0,0,9,0,0,25
"178","2020-04-04","Terengganu",23,0,23,12,33,0,0,15,0,0,24
"180","2020-04-04","W.P. Labuan",5,2,7,0,5,0,0,5,0,0,2
"189","2020-04-05","Pulau Pinang",26,0,26,6,28,0,0,10,0,0,16
"193","2020-04-05","Terengganu",23,0,23,12,33,0,0,14,0,0,19
"195","2020-04-05","W.P. Labuan",5,2,7,0,5,0,0,4,0,0,2
"204","2020-04-06","Pulau Pinang",26,0,26,6,28,0,0,9,0,0,18
"208","2020-04-06","Terengganu",23,0,23,12,33,0,0,13,0,0,21
"210","2020-04-06","W.P. Labuan",5,2,7,0,5,0,0,3,0,0,2
"219","2020-04-07","Pulau Pinang",26,0,26,6,38,0,0,9,0,0,24
"223","2020-04-07","Terengganu",23,0,23,12,33,0,0,13,0,0,21
"225","2020-04-07","W.P. Labuan",5,2,7,0,5,0,0,3,0,0,2
"234","2020-04-08","Pulau Pinang",26,0,26,6,38,0,0,12,0,0,28
"240","2020-04-08","W.P. Labuan",5,2,7,0,5,0,0,2,0,0,1
"249","2020-04-09","Pulau Pinang",26,0,26,6,39,0,0,12,0,0,28
"255","2020-04-09","W.P. Labuan",5,2,7,0,7,0,0,5,0,0,4
"264","2020-04-10","Pulau Pinang",26,0,26,6,42,0,0,9,0,0,29
"268","2020-04-10","Terengganu",23,0,23,12,33,0,0,15,0,0,23
"270","2020-04-10","W.P. Labuan",5,2,7,0,7,0,0,5,0,0,6
"279","2020-04-11","Pulau Pinang",26,0,26,6,42,0,0,9,0,0,33
"283","2020-04-11","Terengganu",23,0,23,12,33,0,0,13,0,0,22
"285","2020-04-11","W.P. Labuan",5,2,7,0,7,0,0,5,0,0,6
"298","2020-04-12","Terengganu",23,0,23,12,33,0,0,16,0,0,26
"300","2020-04-12","W.P. Labuan",5,2,7,0,7,0,0,5,0,0,6
"313","2020-04-13","Terengganu",23,0,23,12,43,0,0,13,0,0,25
"315","2020-04-13","W.P. Labuan",5,2,7,0,7,0,0,5,0,0,6
"320","2020-04-14","Negeri Sembilan",18,0,18,10,23,0,0,5,0,0,11
"323","2020-04-14","Perlis",13,0,13,4,17,0,0,7,0,0,12
"324","2020-04-14","Pulau Pinang",26,0,26,6,42,0,0,10,0,0,30
"328","2020-04-14","Terengganu",23,0,23,12,43,0,0,16,0,0,34
"330","2020-04-14","W.P. Labuan",5,2,7,0,7,0,0,5,0,0,6
"335","2020-04-15","Negeri Sembilan",18,0,18,10,23,0,0,7,0,0,7
"338","2020-04-15","Perlis",13,0,13,4,17,0,0,6,0,0,6
"343","2020-04-15","Terengganu",23,0,23,12,43,0,0,12,0,0,12
"345","2020-04-15","W.P. Labuan",5,2,7,0,7,0,0,5,0,0,5
"353","2020-04-16","Perlis",13,0,13,4,17,0,0,5,0,0,8
"354","2020-04-16","Pulau Pinang",26,0,26,6,42,0,0,18,0,0,14
"358","2020-04-16","Terengganu",23,0,23,12,43,0,0,11,0,0,14
"360","2020-04-16","W.P. Labuan",5,2,7,0,7,0,0,5,0,0,4
"365","2020-04-17","Negeri Sembilan",18,0,18,10,51,0,0,5,0,0,18
"368","2020-04-17","Perlis",13,0,13,4,23,0,0,7,0,0,9
"369","2020-04-17","Pulau Pinang",26,0,26,4,42,0,0,17,0,0,13
"373","2020-04-17","Terengganu",23,0,23,12,38,0,0,13,0,0,11
"375","2020-04-17","W.P. Labuan",5,0,5,2,10,0,0,5,0,0,3
"380","2020-04-18","Negeri Sembilan",18,0,18,10,51,0,0,6,0,0,19
"383","2020-04-18","Perlis",13,0,13,4,23,0,0,7,0,0,8
"384","2020-04-18","Pulau Pinang",26,0,26,4,42,0,0,14,0,0,10
"388","2020-04-18","Terengganu",23,0,23,12,38,0,0,18,0,0,20
"390","2020-04-18","W.P. Labuan",5,0,5,2,10,0,0,4,0,0,3
"395","2020-04-19","Negeri Sembilan",18,0,18,10,51,0,0,6,0,0,20
"398","2020-04-19","Perlis",13,0,13,4,17,0,0,7,0,0,12
"399","2020-04-19","Pulau Pinang",26,0,26,4,42,0,0,18,0,0,13
"405","2020-04-19","W.P. Labuan",5,2,7,2,10,0,0,3,0,0,3
"413","2020-04-20","Perlis",13,0,13,4,17,0,0,7,0,0,6
"414","2020-04-20","Pulau Pinang",26,0,26,4,35,0,0,18,0,0,13
"418","2020-04-20","Terengganu",23,0,23,12,35,0,0,17,0,0,20
"420","2020-04-20","W.P. Labuan",5,2,7,2,7,0,0,3,0,0,3
"428","2020-04-21","Perlis",13,0,13,4,17,0,0,7,0,0,8
"435","2020-04-21","W.P. Labuan",5,2,7,2,7,0,0,3,0,0,2
"440","2020-04-22","Negeri Sembilan",18,0,18,10,43,0,0,6,0,0,15
"443","2020-04-22","Perlis",13,0,13,4,17,0,0,6,0,0,8
"450","2020-04-22","W.P. Labuan",5,2,7,2,7,0,0,3,0,0,3
"458","2020-04-23","Perlis",13,0,13,4,17,0,0,6,0,0,8
"465","2020-04-23","W.P. Labuan",5,2,7,2,7,0,0,3,0,0,3
"473","2020-04-24","Perlis",13,0,13,4,17,0,0,5,0,0,5
"478","2020-04-24","Terengganu",23,0,23,12,35,0,0,19,0,0,20
"480","2020-04-24","W.P. Labuan",5,2,7,2,7,0,0,3,0,0,1
"488","2020-04-25","Perlis",13,0,13,4,17,0,0,5,0,0,6
"493","2020-04-25","Terengganu",23,0,23,12,35,0,0,19,0,0,26
"495","2020-04-25","W.P. Labuan",5,2,7,2,7,0,0,2,0,0,1
"503","2020-04-26","Perlis",13,0,13,4,17,0,0,5,0,0,7
"508","2020-04-26","Terengganu",23,0,23,12,35,0,0,15,0,0,20
"510","2020-04-26","W.P. Labuan",5,2,7,2,7,0,0,3,0,0,2
"518","2020-04-27","Perlis",13,0,13,4,17,0,0,7,0,0,9
"523","2020-04-27","Terengganu",23,0,23,12,35,0,0,15,0,0,19
"525","2020-04-27","W.P. Labuan",5,2,7,2,7,0,0,4,0,0,3
"533","2020-04-28","Perlis",13,0,13,4,17,0,0,8,0,0,9
"538","2020-04-28","Terengganu",23,0,23,12,35,0,0,16,0,0,18
"540","2020-04-28","W.P. Labuan",5,2,7,2,7,0,0,5,0,0,4
"548","2020-04-29","Perlis",13,0,13,4,17,0,0,9,0,0,11
"553","2020-04-29","Terengganu",23,0,23,12,35,0,0,13,0,0,12
"555","2020-04-29","W.P. Labuan",5,2,7,2,7,0,0,5,0,0,3
"563","2020-04-30","Perlis",13,0,13,4,17,0,0,8,0,0,10
"568","2020-04-30","Terengganu",23,0,23,12,35,0,0,10,0,0,12
"570","2020-04-30","W.P. Labuan",5,2,7,2,7,0,0,3,0,0,2
"578","2020-05-01","Perlis",13,0,13,4,17,0,0,8,0,0,10
"583","2020-05-01","Terengganu",23,0,23,12,35,0,0,11,0,0,13
"585","2020-05-01","W.P. Labuan",5,2,7,2,7,0,0,3,0,0,3
"593","2020-05-02","Perlis",13,0,13,4,17,0,0,7,0,0,10
"598","2020-05-02","Terengganu",23,0,23,12,35,0,0,14,0,0,15
"600","2020-05-02","W.P. Labuan",5,2,7,2,7,0,0,3,0,0,1
"608","2020-05-03","Perlis",13,0,13,4,17,0,0,9,0,0,11
"613","2020-05-03","Terengganu",23,0,23,12,35,0,0,16,0,0,17
"615","2020-05-03","W.P. Labuan",5,2,7,2,7,0,0,3,0,0,1
"620","2020-05-04","Negeri Sembilan",18,0,18,10,43,0,0,6,0,0,16
"623","2020-05-04","Perlis",13,0,13,4,17,0,0,10,0,0,13
"628","2020-05-04","Terengganu",23,0,23,12,35,0,0,14,0,0,15
"630","2020-05-04","W.P. Labuan",5,2,7,2,7,0,0,5,0,0,3
"635","2020-05-05","Negeri Sembilan",18,0,18,10,43,0,0,8,0,0,19
"638","2020-05-05","Perlis",13,0,13,4,17,0,0,9,0,0,10
"643","2020-05-05","Terengganu",23,0,23,12,35,0,0,13,0,0,17
"645","2020-05-05","W.P. Labuan",5,2,7,2,7,0,0,4,0,0,2
"650","2020-05-06","Negeri Sembilan",18,0,18,10,43,0,0,10,0,0,17
"653","2020-05-06","Perlis",13,0,13,4,17,0,0,8,0,0,9
"658","2020-05-06","Terengganu",23,0,23,12,35,0,0,16,0,0,17
"660","2020-05-06","W.P. Labuan",5,2,7,2,7,0,0,3,0,0,2
"665","2020-05-07","Negeri Sembilan",18,0,18,10,43,0,0,7,0,0,18
"668","2020-05-07","Perlis",13,0,13,4,17,0,0,9,0,0,9
"673","2020-05-07","Terengganu",23,0,23,12,35,0,0,14,0,0,16
"675","2020-05-07","W.P. Labuan",5,2,7,2,7,0,0,4,0,0,2
"680","2020-05-08","Negeri Sembilan",18,0,18,10,43,0,0,9,0,0,17
"683","2020-05-08","Perlis",13,0,13,4,17,0,0,10,0,0,10
"688","2020-05-08","Terengganu",23,0,23,12,35,0,0,12,0,0,11
"690","2020-05-08","W.P. Labuan",5,2,7,2,7,0,0,5,0,0,3
"695","2020-05-09","Negeri Sembilan",18,0,18,10,43,0,0,9,0,0,19
"698","2020-05-09","Perlis",13,0,13,4,17,0,0,10,0,0,13
"703","2020-05-09","Terengganu",23,0,23,12,35,0,0,12,0,0,12
"705","2020-05-09","W.P. Labuan",5,2,7,2,7,0,0,4,0,0,3
"710","2020-05-10","Negeri Sembilan",18,0,18,10,43,0,0,9,0,0,22
"713","2020-05-10","Perlis",13,0,13,4,17,0,0,10,0,0,14
"718","2020-05-10","Terengganu",23,0,23,12,35,0,0,11,0,0,15
"720","2020-05-10","W.P. Labuan",5,2,7,2,7,0,0,4,0,0,4
"728","2020-05-11","Perlis",13,0,13,4,17,0,0,10,0,0,14
"733","2020-05-11","Terengganu",23,0,23,12,35,0,0,11,0,0,12
"735","2020-05-11","W.P. Labuan",5,2,7,2,7,0,0,4,0,0,4
"743","2020-05-12","Perlis",13,0,13,4,17,0,0,10,0,0,16
"748","2020-05-12","Terengganu",23,0,23,12,35,0,0,11,0,0,14
"750","2020-05-12","W.P. Labuan",5,2,7,2,7,0,0,3,0,0,3
"758","2020-05-13","Perlis",13,0,13,4,17,0,0,10,0,0,14
"763","2020-05-13","Terengganu",23,0,23,12,35,0,0,12,0,0,15
"765","2020-05-13","W.P. Labuan",5,2,7,2,7,0,0,4,0,0,3
"773","2020-05-14","Perlis",13,0,13,4,17,0,0,9,0,0,14
"778","2020-05-14","Terengganu",23,0,23,12,35,0,0,12,0,0,19
"780","2020-05-14","W.P. Labuan",5,2,7,2,7,0,0,4,0,0,3
"788","2020-05-15","Perlis",13,0,13,4,17,0,0,8,0,0,15
"793","2020-05-15","Terengganu",23,0,23,12,35,0,0,14,0,0,19
"795","2020-05-15","W.P. Labuan",5,2,7,2,7,0,0,5,0,0,4
"803","2020-05-16","Perlis",13,0,13,4,17,0,0,7,0,0,13
"808","2020-05-16","Terengganu",23,0,23,12,35,0,0,11,0,0,17
"810","2020-05-16","W.P. Labuan",5,2,7,2,7,0,0,4,0,0,4
"818","2020-05-17","Perlis",13,0,13,4,17,0,0,7,0,0,13
"823","2020-05-17","Terengganu",23,0,23,12,35,0,0,11,0,0,18
"825","2020-05-17","W.P. Labuan",5,2,7,2,7,0,0,4,0,0,3
"833","2020-05-18","Perlis",13,0,13,4,17,0,0,9,0,0,13
"838","2020-05-18","Terengganu",23,0,23,12,35,0,0,14,0,0,17
"840","2020-05-18","W.P. Labuan",5,2,7,2,7,0,0,3,0,0,3
"845","2020-05-19","Negeri Sembilan",18,0,18,10,43,0,0,9,0,0,18
"848","2020-05-19","Perlis",13,0,13,4,17,0,0,9,0,0,12
"853","2020-05-19","Terengganu",23,0,23,12,35,0,0,19,0,0,23
"855","2020-05-19","W.P. Labuan",5,2,7,2,7,0,0,3,0,0,2
"860","2020-05-20","Negeri Sembilan",18,0,18,10,43,0,0,6,0,0,20
"863","2020-05-20","Perlis",13,0,13,4,17,0,0,8,0,0,12
"868","2020-05-20","Terengganu",23,0,23,12,35,0,0,17,0,0,21
"870","2020-05-20","W.P. Labuan",5,2,7,2,7,0,0,5,0,0,1
"875","2020-05-21","Negeri Sembilan",18,0,18,10,43,0,0,8,0,0,17
"878","2020-05-21","Perlis",13,0,13,4,17,0,0,10,0,0,14
"885","2020-05-21","W.P. Labuan",5,2,7,2,7,0,0,4,0,0,1
"890","2020-05-22","Negeri Sembilan",18,0,18,10,43,0,0,7,0,0,15
"893","2020-05-22","Perlis",13,0,13,4,17,0,0,10,0,0,15
"898","2020-05-22","Terengganu",23,0,23,12,35,0,0,17,0,0,20
"900","2020-05-22","W.P. Labuan",5,2,7,2,7,0,0,4,0,0,1
"905","2020-05-23","Negeri Sembilan",18,0,18,10,43,0,0,9,0,0,19
"908","2020-05-23","Perlis",13,0,13,4,17,0,0,6,0,0,9
"913","2020-05-23","Terengganu",23,0,23,12,35,0,0,15,0,0,18
"915","2020-05-23","W.P. Labuan",5,2,7,2,7,0,0,2,0,0,0
"920","2020-05-24","Negeri Sembilan",18,0,18,10,43,0,0,7,0,0,23
"923","2020-05-24","Perlis",13,0,13,4,17,0,0,6,0,0,11
"928","2020-05-24","Terengganu",23,0,23,12,35,0,0,15,0,0,20
"930","2020-05-24","W.P. Labuan",5,2,7,2,7,0,0,2,0,0,0
"935","2020-05-25","Negeri Sembilan",18,0,18,10,43,0,0,7,0,0,26
"938","2020-05-25","Perlis",13,0,13,4,17,0,0,7,0,0,11
"943","2020-05-25","Terengganu",23,0,23,12,35,0,0,16,0,0,20
"945","2020-05-25","W.P. Labuan",5,2,7,2,7,0,0,2,0,0,1
"950","2020-05-26","Negeri Sembilan",18,0,18,10,43,0,0,10,0,0,25
"953","2020-05-26","Perlis",13,0,13,4,17,0,0,7,0,0,10
"958","2020-05-26","Terengganu",23,0,23,12,35,0,0,18,0,0,25
"960","2020-05-26","W.P. Labuan",5,2,7,2,7,0,0,4,0,0,2
"965","2020-05-27","Negeri Sembilan",18,0,18,10,43,0,0,7,0,0,21
"968","2020-05-27","Perlis",13,0,13,4,17,0,0,5,0,0,8
"975","2020-05-27","W.P. Labuan",5,2,7,2,7,0,0,4,0,0,3
"980","2020-05-28","Negeri Sembilan",18,0,18,10,43,0,0,9,0,0,26
"983","2020-05-28","Perlis",13,0,13,4,17,0,0,5,0,0,6
"988","2020-05-28","Terengganu",23,0,23,12,35,0,0,18,0,0,22
"990","2020-05-28","W.P. Labuan",5,2,7,2,7,0,0,3,0,0,2
"995","2020-05-29","Negeri Sembilan",18,0,18,10,43,0,0,10,0,0,29
"998","2020-05-29","Perlis",13,0,13,4,17,0,0,3,0,0,4
"1003","2020-05-29","Terengganu",23,0,23,12,35,0,0,16,0,0,20
"1005","2020-05-29","W.P. Labuan",5,2,7,2,7,0,0,4,0,0,1
"1010","2020-05-30","Negeri Sembilan",18,0,18,10,43,0,0,9,0,0,25
"1013","2020-05-30","Perlis",13,0,13,4,17,0,0,5,0,0,6
"1018","2020-05-30","Terengganu",23,0,23,12,35,0,0,15,0,0,18
"1020","2020-05-30","W.P. Labuan",5,2,7,2,7,0,0,4,0,0,2
"1025","2020-05-31","Negeri Sembilan",18,0,18,10,43,0,0,8,0,0,22
"1028","2020-05-31","Perlis",13,0,13,4,17,0,0,6,0,0,7
"1033","2020-05-31","Terengganu",23,0,23,12,35,0,0,14,0,0,16
"1035","2020-05-31","W.P. Labuan",5,2,7,2,7,0,0,5,0,0,3
"1040","2020-06-01","Negeri Sembilan",18,0,18,10,43,0,0,9,0,0,26
"1043","2020-06-01","Perlis",13,0,13,4,17,0,0,6,0,0,7
"1048","2020-06-01","Terengganu",23,0,23,12,35,0,0,15,0,0,16
"1050","2020-06-01","W.P. Labuan",5,2,7,2,7,0,0,4,0,0,2
"1055","2020-06-02","Negeri Sembilan",18,0,18,10,43,0,0,7,0,0,27
"1058","2020-06-02","Perlis",13,0,13,4,17,0,0,8,0,0,10
"1063","2020-06-02","Terengganu",23,0,23,12,35,0,0,13,0,0,13
"1065","2020-06-02","W.P. Labuan",5,2,7,2,7,0,0,5,0,0,3
"1070","2020-06-03","Negeri Sembilan",18,0,18,10,43,0,0,9,0,0,27
"1073","2020-06-03","Perlis",13,0,13,4,17,0,0,8,0,0,10
"1078","2020-06-03","Terengganu",23,0,23,12,35,0,0,16,0,0,21
"1080","2020-06-03","W.P. Labuan",5,2,7,2,7,0,0,5,0,0,3
"1085","2020-06-04","Negeri Sembilan",18,0,18,10,43,0,0,9,0,0,22
"1088","2020-06-04","Perlis",13,0,13,4,17,0,0,7,0,0,11
"1093","2020-06-04","Terengganu",23,0,23,12,35,0,0,16,0,0,21
"1095","2020-06-04","W.P. Labuan",5,2,7,2,7,0,0,4,0,0,2
"1100","2020-06-05","Negeri Sembilan",18,0,18,10,43,0,0,9,0,0,20
"1103","2020-06-05","Perlis",13,0,13,4,17,0,0,9,0,0,10
"1108","2020-06-05","Terengganu",23,0,23,12,35,0,0,15,0,0,17
"1110","2020-06-05","W.P. Labuan",5,2,7,2,7,0,0,4,0,0,2
"1115","2020-06-06","Negeri Sembilan",18,0,18,10,43,0,0,9,0,0,27
"1118","2020-06-06","Perlis",13,0,13,4,17,0,0,10,0,0,11
"1123","2020-06-06","Terengganu",23,0,23,12,35,0,0,13,0,0,15
"1125","2020-06-06","W.P. Labuan",5,2,7,2,7,0,0,2,0,0,2
"1130","2020-06-07","Negeri Sembilan",18,0,18,10,43,0,0,8,0,0,24
"1133","2020-06-07","Perlis",13,0,13,4,17,0,0,9,0,0,11
"1138","2020-06-07","Terengganu",23,0,23,12,35,0,0,14,0,0,17
"1140","2020-06-07","W.P. Labuan",5,2,7,2,7,0,0,3,0,0,3
"1145","2020-06-08","Negeri Sembilan",18,0,18,10,43,0,0,9,0,0,25
"1148","2020-06-08","Perlis",13,0,13,4,17,0,0,9,0,0,12
"1153","2020-06-08","Terengganu",23,0,23,12,35,0,0,12,0,0,16
"1155","2020-06-08","W.P. Labuan",5,2,7,2,7,0,0,5,0,0,4
"1160","2020-06-09","Negeri Sembilan",18,0,18,10,43,0,0,8,0,0,24
"1163","2020-06-09","Perlis",13,0,13,4,17,0,0,10,0,0,11
"1168","2020-06-09","Terengganu",23,0,23,12,35,0,0,15,0,0,21
"1170","2020-06-09","W.P. Labuan",5,2,7,2,7,0,0,3,0,0,2
"1175","2020-06-10","Negeri Sembilan",18,0,18,10,43,0,0,9,0,0,24
"1178","2020-06-10","Perlis",13,0,13,4,17,0,0,8,0,0,14
"1183","2020-06-10","Terengganu",23,0,23,12,35,0,0,16,0,0,18
"1185","2020-06-10","W.P. Labuan",5,2,7,2,7,0,0,1,0,0,1
"1190","2020-06-11","Negeri Sembilan",18,0,18,10,43,0,0,8,0,0,24
"1193","2020-06-11","Perlis",13,0,13,4,17,0,0,7,0,0,16
"1198","2020-06-11","Terengganu",23,0,23,12,35,0,0,13,0,0,16
"1200","2020-06-11","W.P. Labuan",5,2,7,2,7,0,0,2,0,0,1
"1205","2020-06-12","Negeri Sembilan",18,0,18,10,45,0,0,8,0,0,25
"1208","2020-06-12","Perlis",13,0,13,4,17,0,0,7,0,0,16
"1213","2020-06-12","Terengganu",23,0,23,12,38,0,0,16,0,0,18
"1215","2020-06-12","W.P. Labuan",5,2,7,2,5,0,0,3,0,0,1
"1220","2020-06-13","Negeri Sembilan",18,0,18,10,45,0,0,9,0,0,18
"1223","2020-06-13","Perlis",13,0,13,4,17,0,0,9,0,0,16
"1228","2020-06-13","Terengganu",23,0,23,12,38,0,0,16,0,0,17
"1230","2020-06-13","W.P. Labuan",5,2,7,2,5,0,0,4,0,0,2
"1235","2020-06-14","Negeri Sembilan",18,0,18,10,45,0,0,9,0,0,29
"1238","2020-06-14","Perlis",13,0,13,4,17,0,0,9,0,0,15
"1243","2020-06-14","Terengganu",23,0,23,12,38,0,0,18,0,0,21
"1245","2020-06-14","W.P. Labuan",5,2,7,2,5,0,0,3,0,0,2
"1250","2020-06-15","Negeri Sembilan",18,0,18,10,45,0,0,8,0,0,26
"1253","2020-06-15","Perlis",13,0,13,4,17,0,0,10,0,0,14
"1258","2020-06-15","Terengganu",23,0,23,12,38,0,0,15,0,0,17
"1260","2020-06-15","W.P. Labuan",5,2,7,2,5,0,0,3,0,0,2
"1265","2020-06-16","Negeri Sembilan",18,0,18,10,45,0,0,9,0,0,22
"1268","2020-06-16","Perlis",13,0,13,4,17,0,0,8,0,0,12
"1273","2020-06-16","Terengganu",23,0,23,12,38,0,0,15,0,0,19
"1275","2020-06-16","W.P. Labuan",5,2,7,2,5,0,0,3,0,0,2
"1280","2020-06-17","Negeri Sembilan",18,0,18,10,45,0,0,10,0,0,21
"1283","2020-06-17","Perlis",13,0,13,4,17,0,0,9,0,0,12
"1288","2020-06-17","Terengganu",23,0,23,12,38,0,0,14,0,0,18
"1290","2020-06-17","W.P. Labuan",5,2,7,2,5,0,0,4,0,0,2
"1295","2020-06-18","Negeri Sembilan",18,0,18,10,45,0,0,8,0,0,17
"1298","2020-06-18","Perlis",13,0,13,4,17,0,0,10,0,0,13
"1303","2020-06-18","Terengganu",23,0,23,12,38,0,0,11,0,0,14
"1305","2020-06-18","W.P. Labuan",5,2,7,2,5,0,0,2,0,0,2
"1310","2020-06-19","Negeri Sembilan",18,0,18,10,45,0,0,8,0,0,20
"1313","2020-06-19","Perlis",13,0,13,4,17,0,0,10,0,0,16
"1318","2020-06-19","Terengganu",23,0,23,12,38,0,0,14,0,0,15
"1320","2020-06-19","W.P. Labuan",5,2,7,2,5,0,0,3,0,0,2
"1325","2020-06-20","Negeri Sembilan",18,0,18,10,45,0,0,10,0,0,25
"1328","2020-06-20","Perlis",13,0,13,4,17,0,0,10,0,0,16
"1333","2020-06-20","Terengganu",23,0,23,12,38,0,0,16,0,0,21
"1335","2020-06-20","W.P. Labuan",5,2,7,2,5,0,0,2,0,0,2
"1340","2020-06-21","Negeri Sembilan",18,0,18,10,45,0,0,9,0,0,21
"1343","2020-06-21","Perlis",13,0,13,4,17,0,0,10,0,0,14
"1348","2020-06-21","Terengganu",23,0,23,12,38,0,0,18,0,0,23
"1350","2020-06-21","W.P. Labuan",5,2,7,2,5,0,0,2,0,0,1
"1355","2020-06-22","Negeri Sembilan",18,0,18,10,45,0,0,8,0,0,22
"1358","2020-06-22","Perlis",13,0,13,4,17,0,0,10,0,0,14
"1363","2020-06-22","Terengganu",23,0,23,12,38,0,0,16,0,0,21
"1365","2020-06-22","W.P. Labuan",5,2,7,2,5,0,0,2,0,0,2
"1370","2020-06-23","Negeri Sembilan",18,0,18,10,45,0,0,10,0,0,28
"1373","2020-06-23","Perlis",13,0,13,4,17,0,0,9,0,0,12
"1378","2020-06-23","Terengganu",23,0,23,12,38,0,0,17,0,0,23
"1380","2020-06-23","W.P. Labuan",5,2,7,2,5,0,0,2,0,0,1
"1385","2020-06-24","Negeri Sembilan",18,0,18,10,45,0,0,9,0,0,33
"1388","2020-06-24","Perlis",13,0,13,4,17,0,0,8,0,0,12
"1395","2020-06-24","W.P. Labuan",5,2,7,2,5,0,0,3,0,0,1
"1400","2020-06-25","Negeri Sembilan",18,0,18,10,45,0,0,9,0,0,24
"1403","2020-06-25","Perlis",13,0,13,4,17,0,0,7,0,0,11
"1408","2020-06-25","Terengganu",23,0,23,12,38,0,0,16,0,0,23
"1410","2020-06-25","W.P. Labuan",5,2,7,2,5,0,0,4,0,0,1
"1415","2020-06-26","Negeri Sembilan",18,0,18,10,45,0,0,7,0,0,23
"1418","2020-06-26","Perlis",13,0,13,4,17,0,0,7,0,0,13
"1423","2020-06-26","Terengganu",23,0,23,12,38,0,0,18,0,0,23
"1425","2020-06-26","W.P. Labuan",5,2,7,2,5,0,0,4,0,0,3
"1430","2020-06-27","Negeri Sembilan",18,0,18,10,45,0,0,8,0,0,21
"1433","2020-06-27","Perlis",13,0,13,4,17,0,0,7,0,0,9
"1438","2020-06-27","Terengganu",23,0,23,12,38,0,0,18,0,0,20
"1440","2020-06-27","W.P. Labuan",5,2,7,2,5,0,0,3,0,0,3
"1445","2020-06-28","Negeri Sembilan",18,0,18,10,45,0,0,9,0,0,23
"1448","2020-06-28","Perlis",13,0,13,4,17,0,0,7,0,0,10
"1453","2020-06-28","Terengganu",23,0,23,12,38,0,0,18,0,0,21
"1455","2020-06-28","W.P. Labuan",5,2,7,2,5,0,0,4,0,0,3
"1460","2020-06-29","Negeri Sembilan",18,0,18,10,45,0,0,10,0,0,22
"1463","2020-06-29","Perlis",13,0,13,4,17,0,0,7,0,0,9
"1470","2020-06-29","W.P. Labuan",5,2,7,2,5,0,0,5,0,0,3
"1475","2020-06-30","Negeri Sembilan",18,0,18,10,45,0,0,8,0,0,24
"1478","2020-06-30","Perlis",13,0,13,4,17,0,0,9,0,0,9
"1483","2020-06-30","Terengganu",23,0,23,12,38,0,0,19,0,0,25
"1485","2020-06-30","W.P. Labuan",5,2,7,2,5,0,0,4,0,0,4
"1490","2020-07-01","Negeri Sembilan",18,0,18,10,45,0,0,8,0,0,28
"1493","2020-07-01","Perlis",13,0,13,4,17,0,0,9,0,0,11
"1500","2020-07-01","W.P. Labuan",5,2,7,2,5,0,0,4,0,0,4
"1505","2020-07-02","Negeri Sembilan",18,0,18,10,45,0,0,10,0,0,25
"1508","2020-07-02","Perlis",13,0,13,4,17,0,0,10,0,0,12
"1513","2020-07-02","Terengganu",23,0,23,12,38,0,0,18,0,0,24
"1515","2020-07-02","W.P. Labuan",5,2,7,2,5,0,0,4,0,0,4
"1520","2020-07-03","Negeri Sembilan",18,0,18,10,45,0,0,8,0,0,22
"1523","2020-07-03","Perlis",13,0,13,4,17,0,0,9,0,0,11
